asset_id,isin,symbol,provider,status,last_checked,quote_currency,exchange,currency_status,metadata_checked,history_status,history_start,history_end,history_checked,notes
ALTAPROFITS:FONDS-EN-EURO-EUROSSIMA,,,,manual,,,,,,,,,,Non-standard identifier or non-market support
ALTAPROFITS:FONDS-EN-EURO-NETISSIMA,,,,manual,,,,,,,,,,Non-standard identifier or non-market support
ALTAPROFITS:FONDS-CROISSANCE-GENERATIONS-CROISS-NCE-DURABLE,,,,manual,,,,,,,,,,Non-standard identifier or non-market support
LU0141799501,LU0141799501,0P000013Y8.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-08,2026-09-23,2026-09-24,MUTUALFUND
FR0000299356,FR0000299356,0P00000JPU.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
IE00B23XD337,IE00B23XD337,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0772926084,LU0772926084,O7Z0.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0064675639,LU0064675639,RNLE.SG,yahoo,resolved,2026-09-20,EUR,STU,verified_eur,2026-09-20,unavailable,,,2026-09-24,MUTUALFUND
LU0227384020,LU0227384020,XE67.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
FR0011170182,FR0011170182,0P0000VOSS.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-22,2026-09-24,MUTUALFUND
FR0011586544,FR0011586544,0P000115CR.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU1486845537,LU1486845537,0P00018X0B.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
FR0010564351,FR0010564351,0P0000J3CO.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-22,2026-09-24,MUTUALFUND
FR0011350685,FR0011350685,0P0000XRPO.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
DE000A2JJ1W5,DE000A2JJ1W5,0P0001FAJ5.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU0935222066,LU0935222066,0P00010URS.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
FR0000974149,FR0000974149,ODAB.HM,yahoo,resolved,2026-09-20,EUR,HAM,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
FR0000003196,FR0000003196,0P00000QEY.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0000989915,FR0000989915,0P00000QLD.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU3103551860,LU3103551860,0P0001XEZ8.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2025-09-08,2026-09-23,2026-09-24,MUTUALFUND
FR001400C7W0,FR001400C7W0,0P0001Q63A.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-11-22,2026-09-23,2026-09-24,MUTUALFUND
FR0014008NN3,FR0014008NN3,0P0001P5RF.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-06-08,2026-09-22,2026-09-24,MUTUALFUND
LU1279334210,LU1279334210,LU1279334210.SG,yahoo,resolved,2026-09-20,EUR,STU,verified_eur,2026-09-20,unavailable,,,2026-09-24,MUTUALFUND
LU0255977455,LU0255977455,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0280435388,LU0280435388,P3IA.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0340554913,LU0340554913,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0190161025,LU0190161025,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0128496485,LU0128496485,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0270904781,LU0270904781,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0280437673,LU0280437673,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0386882277,LU0386882277,PBFH.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0503631714,LU0503631714,LU0503631714.SG,yahoo,resolved,2026-09-20,EUR,STU,verified_eur,2026-09-20,unavailable,,,2026-09-24,MUTUALFUND
FR0000422859,FR0000422859,0P00000PLK.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU0070964530,LU0070964530,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0941349275,LU0941349275,I4G0.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0217139020,LU0217139020,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0104884860,LU0104884860,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0340559557,LU0340559557,LU0340559557.SG,yahoo,resolved,2026-09-20,EUR,STU,verified_eur,2026-09-20,unavailable,,,2026-09-24,MUTUALFUND
LU0188501257,LU0188501257,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0366534344,LU0366534344,LU0366534344.SG,yahoo,resolved,2026-09-20,EUR,STU,verified_eur,2026-09-20,unavailable,,,2026-09-24,MUTUALFUND
LU0329355670,LU0329355670,FHQV.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
AT0000A09ZL0,AT0000A09ZL0,N550.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
FR0011069137,FR0011069137,0P0000TV0S.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0010784348,FR0010784348,0P00001NRR.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0011261197,FR0011261197,0P00017SX2.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0010697482,FR0010697482,0P0000J0GI.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0010909531,FR0010909531,ROY2.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU2181906426,LU2181906426,0P0001L535.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
LU0161305163,LU0161305163,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU1159238036,LU1159238036,LU1159238036.LU,yahoo,resolved,2026-09-20,EUR,LUX,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
LU0248172537,LU0248172537,LU0248172537.SG,yahoo,resolved,2026-09-20,EUR,STU,verified_eur,2026-09-20,unavailable,,,2026-09-24,MUTUALFUND
LU1161083644,LU1161083644,0P00016MO1,yahoo,resolved,2026-09-20,USD,PNK,verified_fx_to_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
LU0248178732,LU0248178732,0P00002A0A.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-24,2026-09-24,MUTUALFUND
FR0011169341,FR0011169341,0P0000V0BE.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU1301026388,LU1301026388,2QJ0.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0302446645,LU0302446645,LU0302446645.SG,yahoo,resolved,2026-09-20,EUR,STU,verified_eur,2026-09-20,unavailable,,,2026-09-24,MUTUALFUND
FR0011198332,FR0011198332,0P0000VG0E.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0010286013,FR0010286013,0P00000EUQ.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-17,2026-09-24,MUTUALFUND
FR0011288513,FR0011288513,0P0000XP79.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU1183791794,LU1183791794,0P00016RHQ.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
LU0246036288,LU0246036288,0P000026OM.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-24,2026-09-24,MUTUALFUND
FR0013202132,FR0013202132,0P0001AC1I.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0011363746,FR0011363746,0P0000YA5J.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU0113257694,LU0113257694,ZPJS.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
FR0010363366,FR0010363366,0P00006A6D.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0011694256,FR0011694256,0P00014KUO.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU0180781048,LU0180781048,LU0180781048.SG,yahoo,resolved,2026-09-20,EUR,STU,verified_eur,2026-09-20,unavailable,,,2026-09-24,MUTUALFUND
FR001400MCQ6,FR001400MCQ6,0P0001SCG2.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2024-01-31,2026-09-23,2026-09-24,MUTUALFUND
FR0010546929,FR0010546929,0P00000MHU.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU0029874905,LU0029874905,TEP6.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU1951200481,LU1951200481,0P0001H0TE.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
LU0390135415,LU0390135415,FT94.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU1951229035,LU1951229035,0P0001H0TG.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
LU2147879543,LU2147879543,0P0001L9PD.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-04,2026-09-23,2026-09-24,MUTUALFUND
FR0013342755,FR0013342755,0P0001E0HL.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0010546903,FR0010546903,0P00000PUS.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0007072160,FR0007072160,0P00000IK7.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-22,2026-09-24,MUTUALFUND
LU1951225553,LU1951225553,0P0001H0TF.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
LU0278272843,LU0278272843,TGD0.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU1951204046,LU1951204046,0P0001H0TH.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
FR0010058529,FR0010058529,0P00000QIF.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU2095319849,LU2095319849,0P0001JAB0.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
FR0010415448,FR0010415448,0P00008IB9.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-21,2026-09-18,2026-09-24,MUTUALFUND
FR0010004085,FR0010004085,0P00001NLH.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-22,2026-09-24,MUTUALFUND
LU0049842262,LU0049842262,LU0049842262.SG,yahoo,resolved,2026-09-20,EUR,STU,verified_eur,2026-09-20,unavailable,,,2026-09-24,MUTUALFUND
LU0384405600,LU0384405600,LU0384405600.SG,yahoo,resolved,2026-09-20,EUR,STU,verified_eur,2026-09-20,unavailable,,,2026-09-24,MUTUALFUND
LU2358392376,LU2358392376,0P0001OOS9.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-04-26,2026-09-23,2026-09-24,MUTUALFUND
FR00140197O6,FR00140197O6,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
FR0014016AV6,FR0014016AV6,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
ALTAPROFITS:ALTIXIA-CADENCE-XII,,,,manual,,,,,,,,,,Non-standard identifier or non-market support
SCPI00004052,SCPI00004052,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
SCPI00000449,SCPI00000449,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
SCI000000004,SCI000000004,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
SCI000000015,SCI000000015,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
SCI000000013,SCI000000013,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
FR0011066802,FR0011066802,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
FR0013219722,FR0013219722,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
FR0013260262,FR0013260262,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
FR001400L0X2,FR001400L0X2,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
FR0013504479,FR0013504479,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
FR0013473667,FR0013473667,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
FR001400NQN1,FR001400NQN1,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
FR0013222353,FR0013222353,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU1829219390,LU1829219390,BNKE.PA,yahoo,resolved,2026-09-20,EUR,PAR,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
LU0533033667,LU0533033667,TNOW.MI,yahoo,resolved,2026-09-20,EUR,MIL,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
LU1900066462,LU1900066462,CEC.PA,yahoo,resolved,2026-09-20,EUR,PAR,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
LU1829221024,LU1829221024,UST.PA,yahoo,resolved,2026-09-20,EUR,PAR,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
LU0496786574,LU0496786574,LYPS.DE,yahoo,resolved,2026-09-20,EUR,GER,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
FR0007054358,FR0007054358,MSE.PA,yahoo,resolved,2026-09-20,EUR,PAR,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
FR0010315770,FR0010315770,WLD.PA,yahoo,resolved,2026-09-20,EUR,PAR,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
FR0010261198,FR0010261198,MEU.PA,yahoo,resolved,2026-09-20,EUR,PAR,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
LU1681044480,LU1681044480,AASI.PA,yahoo,resolved,2026-09-20,EUR,PAR,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
FR0007052782,FR0007052782,CAC.PA,yahoo,resolved,2026-09-20,EUR,PAR,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
LU1861138961,LU1861138961,MSRU.L,yahoo,resolved,2026-09-20,USD,LSE,verified_fx_to_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
LU1861137484,LU1861137484,EUSRI.PA,yahoo,resolved,2026-09-20,EUR,PAR,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
LU1681043912,LU1681043912,CC1.PA,yahoo,resolved,2026-09-20,EUR,PAR,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
IE000R85HL30,IE000R85HL30,WEBD.DE,yahoo,resolved,2026-09-20,EUR,GER,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
LU2611731824,LU2611731824,GLDU.AS,yahoo,resolved,2026-09-20,USD,AMS,verified_fx_to_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
LU3038520774,LU3038520774,DEFS.PA,yahoo,resolved,2026-09-20,EUR,PAR,verified_eur,2026-09-20,shorter_history,2025-05-12,2026-09-24,2026-09-24,ETF
LU1407888137,LU1407888137,LU1407888137.SG,yahoo,resolved,2026-09-20,EUR,STU,verified_eur,2026-09-20,unavailable,,,2026-09-24,MUTUALFUND
LU1291098827,LU1291098827,EEMU.PA,yahoo,resolved,2026-09-20,EUR,PAR,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
FR0011550193,FR0011550193,ETZ.PA,yahoo,resolved,2026-09-20,EUR,PAR,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
LU1953136527,LU1953136527,REUSE.PA,yahoo,resolved,2026-09-20,EUR,PAR,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
LU1291097779,LU1291097779,EEMK.PA,yahoo,resolved,2026-09-20,EUR,PAR,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
FR0010150458,FR0010150458,FR0010150458.SG,yahoo,resolved,2026-09-20,EUR,STU,verified_eur,2026-09-20,unavailable,,,2026-09-24,MUTUALFUND
LU2244387457,LU2244387457,ASRE.DE,yahoo,resolved,2026-09-20,EUR,GER,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
LU2533811910,LU2533811910,BJLL.DE,yahoo,resolved,2026-09-20,EUR,GER,verified_eur,2026-09-20,shorter_history,2023-09-06,2026-09-24,2026-09-24,ETF
LU2616774076,LU2616774076,BJLJ.DE,yahoo,resolved,2026-09-20,USD,GER,verified_fx_to_eur,2026-09-20,shorter_history,2023-10-03,2026-09-24,2026-09-24,ETF
IE000I8KRLL9,IE000I8KRLL9,SEMI.AS,yahoo,resolved,2026-09-20,USD,AMS,verified_fx_to_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
IE00B6R51Z18,IE00B6R51Z18,IOGP.L,yahoo,resolved,2026-09-20,USD,LSE,verified_fx_to_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
IE00BMG6Z448,IE00BMG6Z448,EXCH.AS,yahoo,resolved,2026-09-20,USD,AMS,verified_fx_to_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
IE00B4L5Y983,IE00B4L5Y983,IWDA.L,yahoo,resolved,2026-09-20,USD,LSE,verified_fx_to_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
IE00BYVQ9F29,IE00BYVQ9F29,NQSE.DE,yahoo,resolved,2026-09-20,EUR,GER,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
DE000A0Q4R85,DE000A0Q4R85,4BRZ.DE,yahoo,resolved,2026-09-20,USD,GER,verified_fx_to_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
IE00B3ZW0K18,IE00B3ZW0K18,IUSE.L,yahoo,resolved,2026-09-20,EUR,LSE,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
IE00BKBF6H24,IE00BKBF6H24,IWLE.DE,yahoo,resolved,2026-09-20,EUR,GER,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
IE00BHZPJ015,IE00BHZPJ015,EDM4.DE,yahoo,resolved,2026-09-20,EUR,GER,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
DE000A0F5UK5,DE000A0F5UK5,EXV6.DE,yahoo,resolved,2026-09-20,EUR,GER,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
IE00BYZK4552,IE00BYZK4552,RBOT.L,yahoo,resolved,2026-09-20,USD,LSE,verified_fx_to_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
IE00BG0J4C88,IE00BG0J4C88,LOCK.L,yahoo,resolved,2026-09-20,USD,LSE,verified_fx_to_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
IE00BHZPJ239,IE00BHZPJ239,EDM2.SW,yahoo,resolved,2026-09-20,USD,EBS,verified_fx_to_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
IE00B6R52143,IE00B6R52143,ISAG.L,yahoo,resolved,2026-09-20,USD,LSE,verified_fx_to_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
IE00BDQYWQ65,IE00BDQYWQ65,TIP5.L,yahoo,resolved,2026-09-20,USD,LSE,verified_fx_to_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
IE00BMDFDY08,IE00BMDFDY08,UEEF.DE,yahoo,resolved,2026-09-20,EUR,GER,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
IE00BJ5JPH63,IE00BJ5JPH63,3SUD.DE,yahoo,resolved,2026-09-20,EUR,GER,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
DE000A0Q4R28,DE000A0Q4R28,EXV5.DE,yahoo,resolved,2026-09-20,EUR,GER,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
IE000RDRMSD1,IE000RDRMSD1,BLKC.AS,yahoo,resolved,2026-09-20,USD,AMS,verified_fx_to_eur,2026-09-20,shorter_history,2022-09-27,2026-09-24,2026-09-24,ETF
IE00BG0J4B71,IE00BG0J4B71,EH1Y.DE,yahoo,resolved,2026-09-20,EUR,GER,verified_eur,2026-09-20,shorter_history,2022-04-05,2026-09-24,2026-09-24,ETF
IE000U9ODG19,IE000U9ODG19,IE000U9ODG19.SG,yahoo,resolved,2026-09-20,EUR,STU,verified_eur,2026-09-20,unavailable,,,2026-09-24,MUTUALFUND
IE000U58J0M1,IE000U58J0M1,INRA.AS,yahoo,resolved,2026-09-20,USD,AMS,verified_fx_to_eur,2026-09-20,shorter_history,2022-02-23,2026-09-24,2026-09-24,ETF
IE000VA628D5,IE000VA628D5,SP20.AS,yahoo,resolved,2026-09-20,USD,AMS,verified_fx_to_eur,2026-09-20,shorter_history,2024-11-18,2026-09-24,2026-09-24,ETF
IE00BF4G6Z54,IE00BF4G6Z54,JREM.L,yahoo,resolved,2026-09-20,USD,LSE,verified_fx_to_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
IE0003UN5CT1,IE0003UN5CT1,JSEE.L,yahoo,resolved,2026-09-20,EUR,LSE,verified_eur,2026-09-20,shorter_history,2024-12-10,2026-09-23,2026-09-24,ETF
IE000ANHU3J3,IE000ANHU3J3,JSEM.SW,yahoo,resolved,2026-09-20,USD,EBS,verified_fx_to_eur,2026-09-20,shorter_history,2025-03-05,2026-09-23,2026-09-24,ETF
IE00069JGT58,IE00069JGT58,JSEU.L,yahoo,resolved,2026-09-20,USD,LSE,verified_fx_to_eur,2026-09-20,shorter_history,2023-08-09,2026-09-24,2026-09-24,ETF
LU1291102447,LU1291102447,0E4H.IL,yahoo,resolved,2026-09-20,EUR,IOB,verified_eur,2026-09-20,shorter_history,2026-07-21,2026-09-24,2026-09-24,ETF
LU2244386137,LU2244386137,LU2244386137.SG,yahoo,resolved,2026-09-20,EUR,STU,verified_eur,2026-09-20,unavailable,,,2026-09-24,MUTUALFUND
IE00BZ163G84,IE00BZ163G84,VECP.AS,yahoo,resolved,2026-09-20,EUR,AMS,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
IE00BM67HM91,IE00BM67HM91,XDW0.L,yahoo,resolved,2026-09-20,USD,LSE,verified_fx_to_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
IE00BL25JM42,IE00BL25JM42,XDEV.SW,yahoo,resolved,2026-09-20,USD,EBS,verified_fx_to_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
IE00BJZ2DC62,IE00BJZ2DC62,XRMU.L,yahoo,resolved,2026-09-20,USD,LSE,verified_fx_to_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
LU0292096186,LU0292096186,XGSD.DE,yahoo,resolved,2026-09-20,EUR,GER,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-24,2026-09-24,ETF
IE00BL25JP72,IE00BL25JP72,XDEM.SW,yahoo,resolved,2026-09-20,USD,EBS,verified_fx_to_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,ETF
