asset_id,category,support_name,isin,currency,source_date,enabled
FR0000052292,Actions,HERMÈS INTERNATIONAL,FR0000052292,EUR,2026-09-08,true
DE0006048432,Actions,HENKEL AG & CO,DE0006048432,EUR,2026-09-08,true
IT0000072618,Actions,INTESA SANPAOLO S.P.A.,IT0000072618,EUR,2026-09-08,true
NL0011821202,Actions,ING GROEP N.V.,NL0011821202,EUR,2026-09-08,true
ES0148396007,Actions,"INDUSTRIA DE DISEÑO TEXTIL, S.A.",ES0148396007,EUR,2026-09-08,true
FR0000121964,Actions,KLÉPIERRE,FR0000121964,EUR,2026-09-08,true
FR0000121485,Actions,KERING,FR0000121485,EUR,2026-09-08,true
FR0010307819,Actions,LEGRAND,FR0010307819,EUR,2026-09-08,true
FR0000120073,Actions,L'AIR LIQUIDE,FR0000120073,EUR,2026-09-08,true
FR0000120321,Actions,L'ORÉAL,FR0000120321,EUR,2026-09-08,true
FR0000121014,Actions,LVMH MOËT HENNESSY LOUIS VUITTON SE,FR0000121014,EUR,2026-09-08,true
FR0013451333,Actions,LA FRANÇAISE DES JEUX,FR0013451333,EUR,2026-09-08,true
DE0008430026,Actions,MÜNCHENER RÜCKVERSICHERUNGS-GESELLSCHAFT,DE0008430026,EUR,2026-09-08,true
DE0007100000,Actions,MERCEDES-BENZ GROUP AG,DE0007100000,EUR,2026-09-08,true
FI0009000681,Actions,NOKIA OYJ,FI0009000681,EUR,2026-09-08,true
FR0000133308,Actions,ORANGE,FR0000133308,EUR,2026-09-08,true
FR0000130577,Actions,PUBLICIS GROUPE S.A.,FR0000130577,EUR,2026-09-08,true
FR0000120693,Actions,PERNOD RICARD,FR0000120693,EUR,2026-09-08,true
FR0010451203,Actions,REXEL,FR0010451203,EUR,2026-09-08,true
FR0013269123,Actions,RUBIS,FR0013269123,EUR,2026-09-08,true
FR0000131906,Actions,RENAULT,FR0000131906,EUR,2026-09-08,true
DE0007030009,Actions,RHEINMETALL AG,DE0007030009,EUR,2026-09-08,true
FR0000073272,Actions,SAFRAN,FR0000073272,EUR,2026-09-08,true
FR0000130809,Actions,SOCIÉTÉ GÉNÉRALE,FR0000130809,EUR,2026-09-08,true
FR0012757854,Actions,SPIE SA,FR0012757854,EUR,2026-09-08,true
DE0007236101,Actions,SIEMENS AG,DE0007236101,EUR,2026-09-08,true
FR0000121972,Actions,SCHNEIDER ELECTRIC SE,FR0000121972,EUR,2026-09-08,true
DE0007164600,Actions,SAP SE,DE0007164600,EUR,2026-09-08,true
FR0010411983,Actions,SCOR SE,FR0010411983,EUR,2026-09-08,true
NL0000226223,Actions,STMICROELECTRONICS N.V.,NL0000226223,EUR,2026-09-08,true
FR0000120966,Actions,SOCIÉTÉ BIC,FR0000120966,EUR,2026-09-08,true
FR0000120578,Actions,SANOFI,FR0000120578,EUR,2026-09-08,true
FR0000121220,Actions,SODEXO,FR0000121220,EUR,2026-09-08,true
FR0013227113,Actions,SOITEC,FR0013227113,EUR,2026-09-08,true
LU0088087324,Actions,SES S.A.,LU0088087324,EUR,2026-09-08,true
NL00150001Q9,Actions,STELLANTIS N.V.,NL00150001Q9,EUR,2026-09-08,true
BE0003470755,Actions,SOLVAY SA,BE0003470755,EUR,2026-09-08,true
FR0000121329,Actions,THALES,FR0000121329,EUR,2026-09-08,true
FR0000120271,Actions,TOTALENERGIES SE,FR0000120271,EUR,2026-09-08,true
FR0000051807,Actions,TELEPERFORMANCE SE,FR0000051807,EUR,2026-09-08,true
IT0003242622,Actions,TERNA S.P.A.,IT0003242622,EUR,2026-09-08,true
FR0013326246,Actions,UNIBAIL-RODAMCO-WESTFIELD SE,FR0013326246,EUR,2026-09-08,true
FR0000054470,Actions,UBISOFT ENTERTAINMENT,FR0000054470,EUR,2026-09-08,true
FR0000125486,Actions,VINCI,FR0000125486,EUR,2026-09-08,true
FR0000124141,Actions,VEOLIA ENVIRONNEMENT,FR0000124141,EUR,2026-09-08,true
FR0013176526,Actions,VALEO SE,FR0013176526,EUR,2026-09-08,true
DE0007664039,Actions,VOLKSWAGEN AG,DE0007664039,EUR,2026-09-08,true
FR00140182K6,Actions,WORLDLINE,FR00140182K6,EUR,2026-09-08,true
LU1876459212,Opcvm/FI,AXIOM EUROPEAN BANKS EQUITY HC EUR(V),LU1876459212,EUR,2026-09-08,true
FR0000988057,Opcvm/FI,ARKÉA INDICIEL US P,FR0000988057,EUR,2026-09-08,true
FR0000447807,Opcvm/FI,AXA AMERIQUE ACTIONS A EUR CAP,FR0000447807,EUR,2026-09-08,true
LU0278937759,Opcvm/FI,ABRDN EM SM CIES A USD,LU0278937759,EUR,2026-09-08,true
LU0231459107,Opcvm/FI,ABERDEEN STANDARD SICAV I - ASIAN SMALLER COMPANIES FUND A ACC USD -,LU0231459107,USD,2026-09-08,true
LU0568621618,Opcvm/FI,AMUNDI FUNDS - CASH USD,LU0568621618,EUR,2026-09-08,true
FR0010687749,Opcvm/FI,AMILTON PREMIUM EUROPE R,FR0010687749,EUR,2026-09-08,true
FR0000975880,Opcvm/FI,ALLIANZ ACTIONS AEQUITAS R,FR0000975880,EUR,2026-09-08,true
LU0352312184,Opcvm/FI,ALLIANZ STRATEGY 50 CT EUR,LU0352312184,EUR,2026-09-08,true
FR0010156604,Opcvm/FI,AMUNDI OBLIG INTERNATIONALES P EUR,FR0010156604,EUR,2026-09-08,true
LU0840617350,Opcvm/FI,ALLIANZ GERMAN EQUITY AT EUR,LU0840617350,EUR,2026-09-08,true
LU0266012235,Opcvm/FI,AXA WF FRAMLINGTON GLOBAL REAL ESTATE SECURITIES A C EUR,LU0266012235,EUR,2026-09-08,true
FR0010375600,Opcvm/FI,AMPLEGEST PRICING POWER PART AC,FR0010375600,EUR,2026-09-08,true
FR0011631050,Opcvm/FI,AMPLEGEST PME PART AC,FR0011631050,EUR,2026-09-08,true
FR0007062567,Opcvm/FI,AXA ACT SOCIAL PROGRESS,FR0007062567,EUR,2026-09-08,true
LU0616241476,Opcvm/FI,AMUNDI FUNDS EURO AGGREGATE BOND A EUR C,LU0616241476,EUR,2026-09-08,true
FR0000172124,Opcvm/FI,AXA EURO 7-10 C,FR0000172124,EUR,2026-09-08,true
LU0266009793,Opcvm/FI,AXA WF GLOBAL INFLATION BONDS A CAP EUR,LU0266009793,EUR,2026-09-08,true
FR0000172041,Opcvm/FI,AXA AEDIFICANDI A,FR0000172041,EUR,2026-09-08,true
FR001400L7X7,Opcvm/FI,ARBEVEL SHORT TERM CREDIT - ACTION A,FR001400L7X7,EUR,2026-09-08,true
LU0090841262,Opcvm/FI,BGF WORLD GOLD FUND E2,LU0090841262,EUR,2026-09-08,true
LU0154236920,Opcvm/FI,BGF US FLEXIBLE EQUITY FUND E2,LU0154236920,EUR,2026-09-08,true
FR0010174144,Opcvm/FI,BDL REMPART EUROPE C,FR0010174144,EUR,2026-09-08,true
FR0010651224,Opcvm/FI,BDL CONVICTIONS C,FR0010651224,EUR,2026-09-08,true
LU0562822386,Opcvm/FI,BGF EUROPEAN EQUITY INCOME FUND A2 EUR,LU0562822386,EUR,2026-09-08,true
LU0823410724,Opcvm/FI,BNP PARIBAS FUNDS US SMALL CAPCLASSIC EURR,LU0823410724,EUR,2026-09-08,true
LU0147396450,Opcvm/FI,BGF GLOBAL ALLOCATION FUND E2,LU0147396450,EUR,2026-09-08,true
LU0147409709,Opcvm/FI,BGF LATIN AMERICAN FUND E2,LU0147409709,USD,2026-09-08,true
FR0010128587,Opcvm/FI,BNP PARIBAS SMALLCAP EUROLAND ISR,FR0010128587,EUR,2026-09-08,true
LU0224105477,Opcvm/FI,BLACKROCK GLOBAL FUNDS - CONTINENTAL EUROPEAN FLEXIBLE FUND A2 EUR,LU0224105477,EUR,2026-09-08,true
FR0010668145,Opcvm/FI,BNP PARIBAS AQUA C,FR0010668145,EUR,2026-09-08,true
FR0010616177,Opcvm/FI,BNP PARIBAS MIDCAP FRANCE ISR,FR0010616177,EUR,2026-09-08,true
LU0823425839,Opcvm/FI,BNP PARIBAS FUNDS CHINA EQUITY CLASSIC EUR CAPITALISATION,LU0823425839,EUR,2026-09-08,true
FR0007390174,Opcvm/FI,CM-CIC GLOBAL GOLD C,FR0007390174,EUR,2026-09-08,true
LU1379103812,Opcvm/FI,CLARESCO USA,LU1379103812,EUR,2026-09-08,true
LU1100076550,Opcvm/FI,CLARTAN VALEURS C,LU1100076550,EUR,2026-09-08,true
FR0010148981,Opcvm/FI,CARMIGNAC INVESTISSEMENT A EUR ACC,FR0010148981,EUR,2026-09-08,true
FR0007076930,Opcvm/FI,CENTIFOLIA C,FR0007076930,EUR,2026-09-08,true
FR0010147603,Opcvm/FI,CARMIGNAC INVESTISSEMENT LATITUDE A EUR ACC,FR0010147603,EUR,2026-09-08,true
FR0011400712,Opcvm/FI,CONSTANCE BE WORLD A EUR,FR0011400712,EUR,2026-09-08,true
FR0010149302,Opcvm/FI,CARMIGNAC EMERGENTS A EUR ACC,FR0010149302,EUR,2026-09-08,true
LU0592698954,Opcvm/FI,CARMIGNAC PORTFOLIO EMERGING PATRIMOINE A EUR ACC,LU0592698954,EUR,2026-09-08,true
FR0010135103,Opcvm/FI,CARMIGNAC PATRIMOINE A EUR ACC,FR0010135103,EUR,2026-09-08,true
FR0010836163,Opcvm/FI,CPR SILVER AGE P A/I,FR0010836163,EUR,2026-09-08,true
FR0010097683,Opcvm/FI,CPR CROISSANCE REACTIVE P,FR0010097683,EUR,2026-09-08,true
LU1530899142,Opcvm/FI,CPR INVEST - GLOBAL DISRUPTIVE OPPORTUNITIES CLASS A - ACC,LU1530899142,EUR,2026-09-08,true
LU1623762843,Opcvm/FI,CARMIGNAC PORTFOLIO CREDIT,LU1623762843,EUR,2026-09-08,true
IE00BQ3D6V05,Opcvm/FI,COMGEST GROWTH ASIA USD ACC,IE00BQ3D6V05,EUR,2026-09-08,true
FR0010149120,Opcvm/FI,CARMIGNAC SECURITE A EUR ACC,FR0010149120,EUR,2026-09-08,true
LU0099161993,Opcvm/FI,CARMIGNAC PORTFOLIO GRANDE EUROPE A EUR ACC,LU0099161993,EUR,2026-09-08,true
FR0000295230,Opcvm/FI,COMGEST RENAISSANCE EUROPE,FR0000295230,EUR,2026-09-08,true
FR0010321810,Opcvm/FI,COURS ECHIQUIER AGENOR SRI MID CAP EUROPE A,FR0010321810,EUR,2026-09-08,true
IE0030351732,Opcvm/FI,COMGEST GROWTH CHINA,IE0030351732,EUR,2026-09-08,true
FR0000284689,Opcvm/FI,COMGEST MONDE - C,FR0000284689,EUR,2026-09-08,true
FR00140081Y1,Opcvm/FI,CARMIGNAC CREDIT 2027,FR00140081Y1,EUR,2026-09-08,true
FR001400U4T1,Opcvm/FI,CARMIGNAC CREDIT 2031,FR001400U4T1,EUR,2026-09-08,true
FR001400KAV4,Opcvm/FI,CARMIGNAC CRÉDIT 2029,FR001400KAV4,EUR,2026-09-08,true
FR0010177899,Opcvm/FI,CHOIX SOLIDAIRE C,FR0010177899,EUR,2026-09-08,true
LU0616856935,Opcvm/FI,DWS INVEST I BRAZILIAN EQUITIES LC,LU0616856935,EUR,2026-09-08,true
FR0010229187,Opcvm/FI,DORVAL CONVICTIONS PEA R,FR0010229187,EUR,2026-09-08,true
FR0010557967,Opcvm/FI,DORVAL CONVICTIONS R,FR0010557967,EUR,2026-09-08,true
LU1694789535,Opcvm/FI,DNCA INVEST ALPHA BONDS B,LU1694789535,EUR,2026-09-08,true
LU0284394235,Opcvm/FI,DNCA INVEST EUROSE A EUR,LU0284394235,EUR,2026-09-08,true
FR0010158048,Opcvm/FI,DORVAL MANAGEURS R,FR0010158048,EUR,2026-09-08,true
FR0013334380,Opcvm/FI,DORVAL EUROPEAN CLIMATE INITIATIVE,FR0013334380,EUR,2026-09-08,true
LU0392098371,Opcvm/FI,DNCA INVEST - CREDIT CONVICTION - B,LU0392098371,EUR,2026-09-08,true
FR0013333838,Opcvm/FI,DORVAL CONVICTIONS GLOBAL PATRIMOINE,FR0013333838,EUR,2026-09-08,true
LU0641745681,Opcvm/FI,DNCA INVEST MIURI,LU0641745681,EUR,2026-09-08,true
LU0870553459,Opcvm/FI,DNCA INVEST EUROPE GROWTH B,LU0870553459,EUR,2026-09-08,true
LU2707622630,Opcvm/FI,DNCA INVEST - STRATEGIC RESOURCES,LU2707622630,EUR,2026-09-08,true
LU1244893696,Opcvm/FI,EDR FUND BIG DATA A-EUR,LU1244893696,EUR,2026-09-08,true
FR0010859769,Opcvm/FI,ECHIQUIER WORLD EQUITY GROWTH A,FR0010859769,EUR,2026-09-08,true
FR0007023692,Opcvm/FI,EDR SICAV GLOBAL ALLOCATION,FR0007023692,EUR,2026-09-08,true
LU0431139764,Opcvm/FI,ETHNA AKTIV E (T),LU0431139764,EUR,2026-09-08,true
LU1819480192,Opcvm/FI,ECHIQUIER ARTIFICIAL INTELLIGENCE B,LU1819480192,EUR,2026-09-08,true
LU0992632538,Opcvm/FI,EDMOND DE ROTHSCHILD FUND - INCOME EUROPE A EUR,LU0992632538,EUR,2026-09-08,true
LU1160356009,Opcvm/FI,EDR FUND HEALTHCARE A - EUR,LU1160356009,EUR,2026-09-08,true
FR0010592022,Opcvm/FI,ECOFI ENJEUX FUTURS C,FR0010592022,EUR,2026-09-08,true
FR0010611293,Opcvm/FI,ECHIQUIER ARTY SRI,FR0010611293,EUR,2026-09-08,true
LU1161527038,Opcvm/FI,EDMOND DE ROTHSCHILD FUND - BOND ALLOCATION A EUR ACC,LU1161527038,EUR,2026-09-08,true
FR0010321828,Opcvm/FI,ECHIQUIER MAJOR SRI GROWTH EUROPE,FR0010321828,EUR,2026-09-08,true
LU0304955437,Opcvm/FI,EDGEWOOD L SELECT - US SELECT GROWTH A EUR,LU0304955437,EUR,2026-09-08,true
FR0007061882,Opcvm/FI,ERASMUS MID CAP EURO R,FR0007061882,EUR,2026-09-08,true
LU0138007074,Opcvm/FI,EDGEWOOD L SELECT - US SELECT GROWTH A EUR H,LU0138007074,EUR,2026-09-08,true
FR001400Y4C3,Opcvm/FI,ECHIQUIER ABSOLUTE RETURN CREDIT A,FR001400Y4C3,EUR,2026-09-08,true
LU0048584766,Opcvm/FI,FF ITALY FUND A EUR,LU0048584766,EUR,2026-09-08,true
LU0114722902,Opcvm/FI,FIDELITY FUNDS - GLOBAL INDUSTRIALS FUND A-DIST-EUR,LU0114722902,EUR,2026-09-08,true
LU0099574567,Opcvm/FI,FF GLOBAL TECHNOLOGY FUND A-EUR,LU0099574567,EUR,2026-09-08,true
LU0922334643,Opcvm/FI,FIDELITY NORDIC FUND A EUR CAP,LU0922334643,EUR,2026-09-08,true
LU0413543058,Opcvm/FI,FF JAPAN VALUE FUND A ACC EUR,LU0413543058,EUR,2026-09-08,true
LU0109394709,Opcvm/FI,FRANKLIN BIOTECHNOLOGY DISCOVERY FUND A ACC USD,LU0109394709,EUR,2026-09-08,true
FR0000987968,Opcvm/FI,FEDERAL INDICIEL JAPON P,FR0000987968,EUR,2026-09-08,true
LU0114722498,Opcvm/FI,FIDELITY FUNDS - GLOBAL FINANCIAL SERVICES FUND A-DIST-EUR,LU0114722498,EUR,2026-09-08,true
LU0069449576,Opcvm/FI,FF WORLD FUND A EUR,LU0069449576,EUR,2026-09-08,true
FR0000987950,Opcvm/FI,FEDERAL INDICIEL APAL,FR0000987950,EUR,2026-09-08,true
LU0261948227,Opcvm/FI,FF GERMANY FUND A ACC EUR,LU0261948227,EUR,2026-09-08,true
LU0702159772,Opcvm/FI,FIDELITY FUNDS - ASIAN SMALLER COMPANIES FUND A-ACC-EUR,LU0702159772,EUR,2026-09-08,true
LU0048578792,Opcvm/FI,FF EUROPEAN GROWTH FUND A EUR,LU0048578792,EUR,2026-09-08,true
LU0054237671,Opcvm/FI,FF ASIAN SPECIAL SITUATIONS FUND A USD,LU0054237671,EUR,2026-09-08,true
LU2210151341,Opcvm/FI,FF - ABSOLUTE RETURN GLOBAL EQUITY FUND A-PF-ACC-EURO (EURO/USD HEDGED),LU2210151341,EUR,2026-09-08,true
LU0260869739,Opcvm/FI,FRANKLIN U.S. OPPORTUNITIES FUND A ACC EUR,LU0260869739,EUR,2026-09-08,true
LU0048573561,Opcvm/FI,FF AMERICA FUND A USD,LU0048573561,EUR,2026-09-08,true
LU0261953904,Opcvm/FI,FIDELITY FUNDS - US HIGH YIELD FUND A-ACC-EUR,LU0261953904,EUR,2026-09-08,true
LU0231205187,Opcvm/FI,FRANKLIN INDIA FUND A(ACC)EUR,LU0231205187,EUR,2026-09-08,true
LU0114721508,Opcvm/FI,FIDELITY SUSTAINABLE CONSUMER BRANDS,LU0114721508,EUR,2026-09-08,true
LU0054754816,Opcvm/FI,FF SWITZERLAND FUND A CHF,LU0054754816,EUR,2026-09-08,true
LU0267388220,Opcvm/FI,FIDELITY FUNDS - EURO SHORT TERM BOND FUND A-ACC-EUR,LU0267388220,EUR,2026-09-08,true
LU0202403266,Opcvm/FI,FIDELITY ACTIVE STRATEGY - FAST - EUROPE FUND A-ACC-EUR,LU0202403266,EUR,2026-09-08,true
LU0061175625,Opcvm/FI,FIDELITY FUNDS - EUROPEAN SMALLER COMPANIES FUND A-DIST-EUR,LU0061175625,EUR,2026-09-08,true
LU0050427557,Opcvm/FI,FIDELITY FUNDS - LATIN AMERICA FUND A-DIST-USD,LU0050427557,EUR,2026-09-08,true
LU0261952419,Opcvm/FI,FF - GLOBAL HEALTH CARE FUND A-ACC-EUR,LU0261952419,EUR,2026-09-08,true
LU0119124781,Opcvm/FI,FF EUROPEAN DYNAMIC GROWTH A DIST EUR,LU0119124781,EUR,2026-09-08,true
LU0173614495,Opcvm/FI,FF CHINA FOCUS FUND A USD,LU0173614495,EUR,2026-09-08,true
LU0048574536,Opcvm/FI,FIDELITY FUNDS - AUSTRALIA FUND A-DIST-AUD,LU0048574536,EUR,2026-09-08,true
LU0055114457,Opcvm/FI,FF INDONESIA FUND A USD,LU0055114457,EUR,2026-09-08,true
FR0000097156,Opcvm/FI,GROUPAMA GLOBAL ACTIVE EQUITY,FR0000097156,EUR,2026-09-08,true
FR0011153014,Opcvm/FI,GINJER ACTIFS 360 A,FR0011153014,EUR,2026-09-08,true
FR0010086512,Opcvm/FI,GENERALI INVESTISSEMENT C,FR0010086512,EUR,2026-09-08,true
LU0571100824,Opcvm/FI,G FUND EUROPEAN CONVERTIBLE BONDS NC,LU0571100824,EUR,2026-09-08,true
FR0007064324,Opcvm/FI,GENERALI FRANCE FUTURE LEADERS,FR0007064324,EUR,2026-09-08,true
FR0013433067,Opcvm/FI,GEMCHINA R EUR,FR0013433067,EUR,2026-09-08,true
FR0000438905,Opcvm/FI,HSBC SUSTAINABLE GLOBAL EQUITY A,FR0000438905,EUR,2026-09-08,true
FR0010601971,Opcvm/FI,HMG DÉCOUVERTES C,FR0010601971,EUR,2026-09-08,true
FR0013351285,Opcvm/FI,HMG DÉCOUVERTES PME,FR0013351285,EUR,2026-09-08,true
LU0164881194,Opcvm/FI,HSBC GIF INDIAN EQUITY AC,LU0164881194,EUR,2026-09-08,true
LU0164865239,Opcvm/FI,HSBC GIF CHINESE EQUITY AC,LU0164865239,EUR,2026-09-08,true
FR0010896944,Opcvm/FI,INDOSUEZ EURO PATRIMOINE,FR0010896944,EUR,2026-09-08,true
LU0119750205,Opcvm/FI,INVESCO PAN EUROPEAN STRUCTURED EQUITY FUND A CAP,LU0119750205,EUR,2026-09-08,true
LU0131510165,Opcvm/FI,INDEPENDANCE ET EXPANSION FRANCE SMALL A,LU0131510165,EUR,2026-09-08,true
FR001400TS43,Opcvm/FI,IAM SPACE,FR001400TS43,EUR,2026-09-08,true
LU2798962978,Opcvm/FI,INDEPENDANCE AM EUROPE MID A-C,LU2798962978,EUR,2026-09-08,true
FR0010702084,Opcvm/FI,INSERTION EMPLOIS DYNAMIQUE,FR0010702084,EUR,2026-09-08,true
LU0289089384,Opcvm/FI,JPM EUROPE EQUITY PLUS FUND A (PERF) (ACC) - EUR,LU0289089384,EUR,2026-09-08,true
LU0292454872,Opcvm/FI,JPM US SELECT EQUITY PLUS A (ACC) USD,LU0292454872,EUR,2026-09-08,true
LU0107398884,Opcvm/FI,JPM EUROPE STRATEGIC VALUE FUND A (DIST) - EUR,LU0107398884,EUR,2026-09-08,true
LU0159052710,Opcvm/FI,JPM US TECHNOLOGY A (ACC) EUR,LU0159052710,EUR,2026-09-08,true
LU1033933703,Opcvm/FI,JPM US EQUITY ALL CAP A ACC EUR,LU1033933703,EUR,2026-09-08,true
LU0740858229,Opcvm/FI,JPM GLOBAL INCOME FUND A ACC AEUR,LU0740858229,EUR,2026-09-08,true
LU0070212591,Opcvm/FI,JPMORGAN INVESTMENT FUNDS - GLOBAL BALANCED FUND A (ACC) - EUR,LU0070212591,EUR,2026-09-08,true
LU0052474979,Opcvm/FI,JPM PACIFIC EQUITY FUND A DIST USD,LU0052474979,EUR,2026-09-08,true
LU0058908533,Opcvm/FI,JPM INDIA FUND A DIST USD,LU0058908533,EUR,2026-09-08,true
LU0053696224,Opcvm/FI,JPMORGAN FUNDS - JAPAN EQUITY FUND A (DIST) - USD,LU0053696224,EUR,2026-09-08,true
LU0095938881,Opcvm/FI,JPM - GLOBAL MACRO OPPORTUNITIES FUND A (ACC) - EUR,LU0095938881,EUR,2026-09-08,true
LU1255011097,Opcvm/FI,JPMORGAN FUNDS - CHINA A-SHARE OPPORTUNITIES FUND A (ACC) - EUR,LU1255011097,EUR,2026-09-08,true
FR0000980427,Opcvm/FI,KEREN PATRIMOINE C,FR0000980427,EUR,2026-09-08,true
FR0010697532,Opcvm/FI,KEREN CORPORATE C,FR0010697532,EUR,2026-09-08,true
FR0011271550,Opcvm/FI,KEREN ESSENTIELS C,FR0011271550,EUR,2026-09-08,true
FR0007374145,Opcvm/FI,LCL ACTIONS OR MONDE C,FR0007374145,EUR,2026-09-08,true
FR0010380675,Opcvm/FI,LAZARD ACTIONS EMERGENTES R,FR0010380675,EUR,2026-09-08,true
FR0000003998,Opcvm/FI,LAZARD EQUITY SRI C,FR0000003998,EUR,2026-09-08,true
FR0010700823,Opcvm/FI,LAZARD ACTIONS AMERICAINES R,FR0010700823,EUR,2026-09-08,true
LU1435385593,Opcvm/FI,LOOMIS SAYLES U.S. GROWTH EQUITY FUND H-R/A (EUR),LU1435385593,EUR,2026-09-08,true
FR0011034131,Opcvm/FI,LAZARD EUROPE CONCENTRATED,FR0011034131,EUR,2026-09-08,true
FR0013254331,Opcvm/FI,LAZARD ACTIONS AMERICAINES AC H-EUR,FR0013254331,EUR,2026-09-08,true
FR0000292302,Opcvm/FI,LAZARD PATRIMOINE CROISSANCE,FR0000292302,EUR,2026-09-08,true
FR0007028543,Opcvm/FI,LAZARD PATRIMOINE OPPORTUNITIES SRI R EUR,FR0007028543,EUR,2026-09-08,true
